Date,Conversion_Rate,Transaction_Volume,Net_Funding_Million_TRY,TRY_Interest_Rate_6Month,USD_Interest_Rate_6Month,CPI_Index,Inflation_Expectation_12M,Repo_1Day_Weighted_Average_Rate
2025-08-25,40.8507,30060000.0,-292414.3,50.41,1.91,3261.72,54.07,49.0
2025-08-26,40.9205,30060000.0,-444784.77,50.41,1.91,3261.72,54.07,49.0
2025-08-27,40.9413,30060000.0,-445891.9,50.41,1.91,3261.72,54.07,49.0
2025-08-28,40.9629,30060000.0,-387449.78,50.41,1.91,3261.72,54.07,49.0
2025-08-29,40.9735,30060000.0,-123138.0,50.49,1.74,3261.72,54.07,49.0
2025-09-01,40.9441,30060000.0,-238713.51,50.49,1.74,3367.22,52.99,49.0
2025-09-02,41.0379,30060000.0,-110779.2,50.49,1.74,3367.22,52.99,49.0
2025-09-03,41.0768,30060000.0,264611.63,50.49,1.74,3367.22,52.99,49.0
2025-09-04,41.0851,30060000.0,203742.1,50.49,1.74,3367.22,52.99,49.0
2025-09-05,41.0908,30060000.0,215200.5,50.1,1.91,3367.22,52.99,49.0
2025-09-08,41.097,30060000.0,37366.4,50.1,1.91,3367.22,52.99,49.0
2025-09-09,41.1816,30060000.0,-1369.4,50.1,1.91,3367.22,52.99,49.0
2025-09-10,41.192,30060000.0,86389.86,50.1,1.91,3367.22,52.99,49.0
2025-09-11,41.2013,30060000.0,-313358.79,50.1,1.91,3367.22,52.99,49.0
2025-09-12,41.2114,30060000.0,128525.5,49.27,1.94,3367.22,52.99,49.0
2025-09-15,41.209,20040000.0,151207.4,49.27,1.94,3367.22,52.99,49.0
2025-09-16,41.255,20040000.0,160880.81,49.27,1.94,3367.22,52.99,49.0
2025-09-17,41.2295,20040000.0,107.57,49.27,1.94,3367.22,52.99,49.0
2025-09-18,41.2161,20040000.0,-6559.3,49.27,1.94,3367.22,52.99,49.0
2025-09-19,41.241,20040000.0,-145100.4,48.61,1.98,3367.22,52.99,49.0
2025-09-22,41.2344,20040000.0,-122864.9,48.61,1.98,3367.22,52.99,49.0
2025-09-23,41.2983,20040000.0,-207794.7,48.61,1.98,3367.22,52.99,49.0
2025-09-24,41.3375,15030000.0,-160769.3,48.61,1.98,3367.22,52.99,49.0
2025-09-25,41.3726,15030000.0,-266685.3,48.61,1.98,3367.22,52.99,49.0
2025-09-26,41.395,15030000.0,-299791.46,49.05,1.84,3367.22,52.99,49.0
2025-09-29,41.4179,15030000.0,-275906.3,49.05,1.84,3367.22,52.99,49.0
2025-09-30,41.4984,15030000.0,-49111.1,49.05,1.84,3367.22,52.99,49.0
2025-10-01,41.5068,15030000.0,-348048.58,49.05,1.84,3453.09,54.39,49.0
2025-10-02,41.513,15030000.0,-313126.9,49.05,1.84,3453.09,54.39,49.0
2025-10-03,41.5283,15030000.0,-320505.3,48.64,1.86,3453.09,54.39,49.0
2025-10-06,41.5226,15030000.0,-331054.05,48.64,1.86,3453.09,54.39,49.0
2025-10-07,41.6225,15030000.0,-365995.1,48.64,1.86,3453.09,54.39,49.0
2025-10-08,41.6217,15030000.0,-246543.8,48.64,1.86,3453.09,54.39,49.0
2025-10-09,41.633,15030000.0,-397586.2,48.64,1.86,3453.09,54.39,49.0
2025-10-10,41.6421,15030000.0,-317673.35,48.24,1.79,3453.09,54.39,49.0
2025-10-13,41.6388,15030000.0,-605565.45,48.24,1.79,3453.09,54.39,49.0
2025-10-14,41.7196,15030000.0,-466049.3,48.24,1.79,3453.09,54.39,49.0
2025-10-15,41.7496,15030000.0,-402858.1,48.24,1.79,3453.09,54.39,49.0
2025-10-16,41.7611,15030000.0,-479436.1,48.24,1.79,3453.09,54.39,49.0
2025-10-17,41.7736,15030000.0,-588915.5,48.45,1.78,3453.09,54.39,49.0
2025-10-20,41.7855,15030000.0,-340922.8,48.45,1.78,3453.09,54.39,49.0
2025-10-21,41.8768,15030000.0,-339150.9,48.45,1.78,3453.09,54.39,49.0
2025-10-22,41.8872,15030000.0,-349276.0,48.45,1.78,3453.09,54.39,49.0
2025-10-23,41.8966,15030000.0,-476773.5,48.45,1.78,3453.09,54.39,49.0
2025-10-24,41.9042,15030000.0,-189397.7,48.07,1.66,3453.09,54.39,49.0
2025-10-27,41.8427,15030000.0,-329641.19,48.07,1.66,3453.09,54.39,49.0
2025-10-28,41.8699,15030000.0,-278782.55,48.07,1.66,3453.09,54.39,49.0
2025-10-30,41.8699,15030000.0,-293194.3,48.07,1.66,3453.09,54.39,49.0
2025-10-31,41.9,15030000.0,-292647.7,47.25,1.68,3453.09,54.39,49.0
2025-11-03,41.8922,15030000.0,-300767.5,47.25,1.68,3482.96,52.24,49.0
2025-11-04,41.9751,15030000.0,-233773.3,47.25,1.68,3482.96,52.24,49.0
2025-11-05,42.0042,15030000.0,-249859.1,47.25,1.68,3482.96,52.24,49.0
2025-11-06,42.0362,15030000.0,-360041.8,47.25,1.68,3482.96,52.24,49.0
2025-11-07,42.0426,15030000.0,-171732.51,47.01,1.6,3482.96,52.24,49.0
2025-11-10,42.049,15030000.0,-275741.6,47.01,1.6,3482.96,52.24,49.0
2025-11-11,42.1124,15030000.0,-265587.54,47.01,1.6,3482.96,52.24,49.0
2025-11-12,42.1526,15030000.0,-252601.3,47.01,1.6,3482.96,52.24,49.0
2025-11-13,42.1636,15030000.0,-429530.1,47.01,1.6,3482.96,52.24,49.0
2025-11-14,42.1724,15030000.0,-520053.0,46.69,1.65,3482.96,52.24,49.0
2025-11-17,42.1661,15030000.0,-494508.92,46.69,1.65,3482.96,52.24,49.0
2025-11-18,42.2525,15030000.0,-581192.57,46.69,1.65,3482.96,52.24,49.0
2025-11-19,42.2641,15030000.0,-593111.85,46.69,1.65,3482.96,52.24,49.0
2025-11-20,42.2756,15030000.0,-566276.2,46.69,1.65,3482.96,52.24,49.0
2025-11-21,42.2882,15030000.0,-402769.6,46.96,1.85,3482.96,52.24,49.0
2025-11-24,42.2819,15030000.0,-402771.3,46.96,1.85,3482.96,52.24,49.0
2025-11-25,42.3675,15030000.0,-423564.5,46.96,1.85,3482.96,52.24,49.0
2025-11-26,42.3668,15030000.0,-372696.2,46.96,1.85,3482.96,52.24,49.0
2025-11-27,42.3578,15030000.0,-367406.39,46.96,1.85,3482.96,52.24,49.0
2025-11-28,42.3624,15030000.0,-379288.6,46.92,2.01,3482.96,52.24,49.0
2025-12-01,42.3547,15030000.0,-435014.8,46.92,2.01,3513.87,50.9,49.0
2025-12-02,42.416,300600.0,-444643.2,46.92,2.01,3513.87,50.9,49.0
2025-12-03,42.3574,4008000.0,-419848.83,46.92,2.01,3513.87,50.9,49.0
2025-12-04,42.3702,4008000.0,-464351.65,46.92,2.01,3513.87,50.9,49.0
2025-12-05,42.3771,4008000.0,-331942.3,46.88,1.66,3513.87,50.9,49.0
2025-12-08,42.3606,4008000.0,-624455.32,46.88,1.66,3513.87,50.9,49.0
2025-12-09,42.4735,4008000.0,-617994.6,46.88,1.66,3513.87,50.9,49.0
2025-12-10,42.497,4008000.0,-592188.4,46.88,1.66,3513.87,50.9,49.0
2025-12-11,42.5179,4008000.0,-865276.8,46.88,1.66,3513.87,50.9,49.0
2025-12-12,42.5343,4008000.0,-300459.7,45.96,1.64,3513.87,50.9,49.0
2025-12-15,42.5344,4008000.0,-353099.64,45.96,1.64,3513.87,50.9,49.0
2025-12-16,42.6211,4008000.0,-583641.5,45.96,1.64,3513.87,50.9,49.0
2025-12-17,42.6317,4008000.0,-597470.3,45.96,1.64,3513.87,50.9,49.0
2025-12-18,42.6516,4008000.0,-693372.8,45.96,1.64,3513.87,50.9,49.0
2025-12-19,42.6585,4008000.0,-676399.67,45.46,1.76,3513.87,50.9,49.0
2025-12-22,42.6532,4008000.0,-733606.3,45.46,1.76,3513.87,50.9,49.0
2025-12-23,42.734,4008000.0,-763027.9,45.46,1.76,3513.87,50.9,49.0
2025-12-24,42.7474,4008000.0,-780470.6,45.46,1.76,3513.87,50.9,49.0
2025-12-25,42.7434,4008000.0,-932080.2,45.46,1.76,3513.87,50.9,49.0
2025-12-26,42.7641,53510.01,-738141.2,45.34,1.65,3513.87,50.9,49.0
2025-12-29,42.7656,53510.01,-801980.7,45.34,1.65,3513.87,50.9,49.0
2025-12-30,42.8542,53510.01,-661093.3,45.34,1.65,3513.87,50.9,49.0
2025-12-31,42.8623,53510.01,-461376.48,45.34,1.65,3513.87,50.9,49.0
2026-01-02,42.8457,53510.01,-465180.0,45.41,1.72,3513.87,52.08,49.0
2026-01-05,42.881,53510.01,-523816.9,45.41,1.72,3513.87,52.08,49.0
2026-01-06,42.9648,53510.01,-553951.6,45.41,1.72,3513.87,52.08,49.0
2026-01-07,42.9663,53510.01,-495904.04,45.41,1.72,3513.87,52.08,49.0
2026-01-08,42.9743,53510.01,-514619.3,45.41,1.72,3513.87,52.08,49.0
2026-01-09,42.9747,53510.01,-622835.75,44.98,1.65,3513.87,52.08,49.0
2026-01-12,42.9863,53510.01,-739897.6,44.98,1.65,3513.87,52.08,49.0
2026-01-13,43.0609,53510.01,-1054157.6,44.98,1.65,3513.87,52.08,49.0
2026-01-14,43.0765,53510.01,-1354003.6,44.98,1.65,3513.87,52.08,49.0
2026-01-15,43.0925,53510.01,-1475123.1,44.98,1.65,3513.87,52.08,49.0
2026-01-16,43.1147,53510.01,-1418362.42,45.01,1.69,3513.87,52.08,49.0
2026-01-19,43.0883,53510.01,-1607539.5,45.01,1.69,3513.87,52.08,49.0
2026-01-20,43.1943,53510.01,-1567123.25,45.01,1.69,3513.87,52.08,49.0
2026-01-21,43.2061,53510.01,-1577462.9,45.01,1.69,3513.87,52.08,49.0
2026-01-22,43.2165,53510.01,-1704699.2,45.01,1.69,3513.87,52.08,49.0
2026-01-23,43.2247,53510.01,-1248569.43,44.0,1.75,3513.87,52.08,49.0
2026-01-26,43.2036,53510.01,-1341867.85,44.0,1.75,3513.87,52.08,49.0
2026-01-27,43.2978,53510.01,-1432058.0,44.0,1.75,3513.87,52.08,49.0
2026-01-28,43.3158,53510.01,-1493941.1,44.0,1.75,3513.87,52.08,49.0
2026-01-29,43.3327,53510.01,-1156386.1,44.0,1.75,3513.87,52.08,49.0
2026-01-30,43.3443,53510.01,-840354.5,43.7,1.61,3513.87,52.08,49.0
2026-02-02,43.3414,53510.01,-837345.3,43.7,1.61,3513.87,52.08,49.0
2026-02-03,43.4168,53510.01,-775888.4,43.7,1.61,3513.87,52.08,49.0
2026-02-04,43.4142,53510.01,-734302.0,43.7,1.61,3513.87,52.08,49.0
2026-02-05,43.4245,53510.01,-740544.1,43.7,1.61,3513.87,52.08,49.0
2026-02-06,43.4555,53510.01,-783582.1,43.97,1.7,3513.87,52.08,49.0
2026-02-09,43.4542,53510.01,-768831.1,43.97,1.7,3513.87,52.08,49.0
2026-02-10,43.5182,53510.01,-838347.1,43.97,1.7,3513.87,52.08,49.0
2026-02-11,43.545,53510.01,-843347.49,43.97,1.7,3513.87,52.08,49.0
2026-02-12,43.5633,65485.51,-1009754.29,43.97,1.7,3513.87,52.08,49.0
2026-02-13,43.5702,65485.51,-1066290.0,43.77,1.68,3513.87,52.08,49.0
2026-02-16,43.5433,65485.51,-1151059.2,43.77,1.68,3513.87,52.08,49.0
2026-02-17,43.6375,65485.51,-1138102.2,43.77,1.68,3513.87,52.08,49.0
2026-02-18,43.6524,65485.51,-1204820.2,43.77,1.68,3513.87,52.08,49.0
2026-02-19,43.6747,65485.51,-1143106.68,43.77,1.68,3513.87,52.08,49.0
2026-02-20,43.6913,65485.51,-899295.0,43.77,1.68,3513.87,52.08,49.0
2026-02-23,43.6883,65485.51,-820973.8,43.77,1.68,3513.87,52.08,49.0
